,BREED_ID,PET_ID,GENDER,NEUTER_DATE,VISIT_DATE,VISIT_AGE,WEIGHT,BCS_RECORDED,BCS_PREDICTED,PREVENTIVE_CARE_VISIT,HEALTHY_PET_DIAGNOSIS,AV_BREED_WEIGHT,Age (Days),Age (Weeks)
5937278,1,24980,FS,2011-04-29,2011-02-18T05:00:00Z,0.326,19.55,None,None,Y,Y,54.216,117.36,16.952
5961466,1,29904,M,Unknown,2012-07-31T04:00:00Z,0.192,10.342,None,None,Y,N,54.216,69.12,9.984
5956737,1,28846,FS,2012-08-10,2012-08-07T04:00:00Z,0.453,34.654,None,None,Y,Y,54.216,163.08,23.556
5838615,1,4944,F,Unknown,1996-06-27T04:00:00Z,0.333,27.488,None,None,Y,Y,54.216,119.88000000000001,17.316000000000003
5955836,1,28647,MN,2012-08-07,2012-08-07T04:00:00Z,0.681,39.916,None,None,N,Y,54.216,245.16000000000003,35.412000000000006
5879284,1,13710,MN,2007-07-19,2009-06-12T04:00:00Z,2.33,68.039,None,None,Y,N,54.216,838.8000000000001,121.16
5926024,1,22960,F,2014-06-21,2011-04-15T04:00:00Z,1.064,52.39,None,None,N,N,54.216,383.04,55.328
5951278,1,27724,FS,2012-04-02,2012-11-01T04:00:00Z,1.011,54.25,None,None,Y,N,54.216,363.96,52.571999999999996
5950794,1,27636,MN,2013-02-13,2013-02-13T05:00:00Z,1.317,50.984,None,None,N,N,54.216,474.12,68.484
5863426,1,10329,FS,2004-12-29,2005-06-13T04:00:00Z,0.867,44.679,None,None,N,N,54.216,312.12,45.084
5837289,1,4454,M,Unknown,2002-09-20T04:00:00Z,1.144,58.287,None,None,N,N,54.216,411.84,59.48799999999999
5837026,1,4358,FS,2001-01-08,2001-01-08T05:00:00Z,0.19,9.48,None,None,N,N,54.216,68.4,9.88
5899991,1,18095,MN,2009-08-06,2009-08-06T04:00:00Z,0.752,46.902,None,None,N,N,54.216,270.72,39.104
5851899,1,8106,MN,2003-09-26,2003-06-29T04:00:00Z,0.127,3.946,None,None,Y,N,54.216,45.72,6.604
5910841,1,20209,MN,Unknown,2010-03-21T04:00:00Z,1.415,50.122,None,None,Y,N,54.216,509.40000000000003,73.58
5829626,1,1669,M,Unknown,1997-10-17T04:00:00Z,1.216,48.398,None,None,N,N,54.216,437.76,63.232
5913860,1,20785,FS,2010-05-07,2010-03-25T04:00:00Z,0.543,32.341,None,None,Y,N,54.216,195.48000000000002,28.236
5895980,1,17252,MN,2008-12-23,2011-04-30T04:00:00Z,2.741,60.781,None,None,Y,N,54.216,986.76,142.532
5838590,1,4931,F,Unknown,2003-09-01T04:00:00Z,0.333,20.003,None,None,Y,Y,54.216,119.88000000000001,17.316000000000003
5956521,1,28800,F,Unknown,2012-06-05T04:00:00Z,2.134,55.338,None,None,N,N,54.216,768.24,110.96799999999999
5876804,1,13166,MN,2007-04-17,2007-04-17T04:00:00Z,0.42,23.496,None,None,N,N,54.216,151.2,21.84
5937132,1,24958,MN,2011-03-23,2011-03-22T04:00:00Z,0.267,20.412,None,None,Y,Y,54.216,96.12,13.884
5910092,1,20066,F,Unknown,2009-08-06T04:00:00Z,0.522,29.484,None,None,N,N,54.216,187.92000000000002,27.144000000000002
5887396,1,15413,MN,2008-05-01,2008-02-04T05:00:00Z,0.229,9.707,None,None,Y,Y,54.216,82.44,11.908000000000001
5913528,1,20716,M,Unknown,2010-09-06T04:00:00Z,1.062,52.526,None,None,N,N,54.216,382.32,55.224000000000004
5929876,1,23621,M,Unknown,2011-04-18T04:00:00Z,0.866,38.555,None,None,Y,N,54.216,311.76,45.032
5896543,1,17375,M,Unknown,2008-10-23T04:00:00Z,0.168,7.439,None,None,N,N,54.216,60.480000000000004,8.736
5907747,1,19658,MN,2009-09-14,2010-03-30T04:00:00Z,1.001,62.959,None,None,Y,N,54.216,360.35999999999996,52.05199999999999
5837306,1,4458,M,Unknown,2003-04-08T04:00:00Z,0.185,10.206,None,None,Y,Y,54.216,66.6,9.62
5891143,1,16188,M,2008-09-19,2008-07-10T04:00:00Z,0.407,21.772,None,None,Y,N,54.216,146.51999999999998,21.163999999999998
5922038,1,22201,FS,2010-10-07,2012-05-17T04:00:00Z,2.218,50.167,None,None,Y,N,54.216,798.48,115.336
5906019,1,19316,F,Unknown,2011-03-29T04:00:00Z,2.111,45.994,None,None,N,N,54.216,759.96,109.772
5862109,1,10068,MN,2004-12-03,2005-01-29T05:00:00Z,0.711,46.629,None,None,Y,Y,54.216,255.95999999999998,36.972
5912376,1,20507,MN,2010-02-17,2010-02-17T05:00:00Z,0.521,38.555,None,None,N,N,54.216,187.56,27.092000000000002
5838541,1,4909,MN,2003-06-23,2003-06-23T04:00:00Z,0.475,35.925,None,None,N,N,54.216,171.0,24.7
5907431,1,19611,F,Unknown,2009-06-16T04:00:00Z,1.002,36.287,None,None,Y,N,54.216,360.72,52.104
5901656,1,18445,FS,2009-04-20,2010-10-12T04:00:00Z,1.829,54.431,None,None,N,N,54.216,658.4399999999999,95.108
5912634,1,20564,FS,2010-01-18,2009-10-01T04:00:00Z,0.169,5.398,None,None,Y,Y,54.216,60.84,8.788
5929915,1,23630,FS,2011-08-19,2010-09-07T04:00:00Z,0.192,7.53,None,None,Y,Y,54.216,69.12,9.984
5927872,1,23287,F,Unknown,2010-09-02T04:00:00Z,0.271,15.513,None,None,Y,Y,54.216,97.56,14.092
5881575,1,14222,MN,2010-08-23,2008-04-17T04:00:00Z,0.954,73.482,None,None,Y,N,54.216,343.44,49.608
5921009,1,22041,MN,Unknown,2010-03-27T04:00:00Z,0.157,8.89,None,None,N,N,54.216,56.52,8.164
5962773,1,30262,M,Unknown,2013-02-01T05:00:00Z,0.723,36.832,None,None,Y,Y,54.216,260.28,37.596
5855885,1,8917,FS,2005-03-15,2005-04-02T05:00:00Z,1.418,29.257,None,None,N,Y,54.216,510.47999999999996,73.73599999999999
5873565,1,12505,MN,2007-01-15,2007-05-18T04:00:00Z,0.766,39.599,None,None,Y,N,54.216,275.76,39.832
5862044,1,10053,FS,2006-03-03,2008-07-12T04:00:00Z,2.755,58.513,None,None,N,Y,54.216,991.8,143.26
5903758,1,18879,F,Unknown,2009-08-21T04:00:00Z,0.558,37.512,None,None,Y,Y,54.216,200.88000000000002,29.016000000000002
5861868,1,10026,M,Unknown,2005-09-25T04:00:00Z,1.284,61.235,None,None,N,N,54.216,462.24,66.768
5925190,1,22808,FS,2010-08-24,2010-07-23T04:00:00Z,0.373,24.04,None,None,Y,Y,54.216,134.28,19.396
5828734,1,1359,MN,Unknown,1999-11-13T05:00:00Z,1.402,57.47,None,None,Y,Y,54.216,504.71999999999997,72.904
5914802,1,20961,MN,2010-11-15,2010-01-05T05:00:00Z,0.3,19.958,None,None,Y,N,54.216,108.0,15.6
5865645,1,10809,MN,1999-01-14,2000-12-20T05:00:00Z,2.456,51.71,None,None,Y,Y,54.216,884.16,127.712
5861776,1,10011,MN,2002-01-31,2002-04-03T05:00:00Z,0.544,36.287,None,None,N,N,54.216,195.84,28.288000000000004
5881386,1,14179,M,Unknown,2009-01-05T05:00:00Z,1.702,53.569,None,None,Y,N,54.216,612.72,88.50399999999999
5960686,1,29725,FS,2012-12-26,2012-12-18T05:00:00Z,0.715,38.238,None,None,N,N,54.216,257.4,37.18
5865419,1,10755,M,Unknown,2005-07-16T04:00:00Z,1.1,46.992,None,None,Y,Y,54.216,396.00000000000006,57.2
5885400,1,14983,F,Unknown,2007-12-01T05:00:00Z,0.169,10.433,None,None,Y,Y,54.216,60.84,8.788
5946538,1,26794,FS,2012-07-27,2011-12-02T05:00:00Z,0.347,19.323,None,None,N,N,54.216,124.91999999999999,18.043999999999997
5866052,1,10875,MN,2004-12-08,2005-01-27T05:00:00Z,0.585,36.287,None,None,Y,N,54.216,210.6,30.419999999999998
5880109,1,13904,F,Unknown,2008-02-08T05:00:00Z,0.862,49.986,None,None,Y,N,54.216,310.32,44.824
5964868,1,30859,M,Unknown,2012-11-12T05:00:00Z,0.162,4.309,None,None,Y,N,54.216,58.32,8.424
5880728,1,14025,MN,2007-10-15,2008-10-29T04:00:00Z,1.475,71.985,None,None,Y,N,54.216,531.0,76.7
5962504,1,30187,F,Unknown,2012-12-21T05:00:00Z,0.52,37.013,None,None,Y,N,54.216,187.20000000000002,27.04
5911445,1,20344,FS,2010-01-08,2010-10-06T04:00:00Z,1.235,53.524,None,None,Y,Y,54.216,444.6,64.22
5852084,1,8146,FS,2006-01-18,2006-05-03T04:00:00Z,0.766,36.287,None,None,N,N,54.216,275.76,39.832
5959754,1,29521,FS,Unknown,2012-06-25T04:00:00Z,1.003,40.823,None,None,N,N,54.216,361.08,52.15599999999999
5916309,1,21232,FS,2010-02-18,2012-04-30T04:00:00Z,2.552,51.075,None,Normal,Y,N,54.216,918.72,132.704
5899528,1,18010,MN,2009-04-11,2009-04-11T04:00:00Z,0.554,40.597,None,None,N,Y,54.216,199.44000000000003,28.808000000000003
5912466,1,20526,MN,2009-10-21,2009-07-09T04:00:00Z,0.248,17.69,None,None,Y,N,54.216,89.28,12.896
5841577,1,5932,F,Unknown,2001-02-20T05:00:00Z,0.27,12.882,Thin,None,N,Y,54.216,97.2,14.040000000000001
5967414,1,31931,FS,Unknown,2013-03-05T05:00:00Z,1.723,63.503,Heavy,None,N,N,54.216,620.2800000000001,89.596
5917513,1,21447,M,Unknown,2010-01-15T05:00:00Z,2.503,38.555,Thin,None,Y,N,54.216,901.08,130.156
5876076,1,13018,FS,2007-11-16,2007-05-18T04:00:00Z,1.469,56.291,None,None,N,N,54.216,528.84,76.388
5838292,1,4818,M,Unknown,2002-05-18T04:00:00Z,0.139,9.707,None,None,N,N,54.216,50.040000000000006,7.228000000000001
5874208,1,12608,M,Unknown,2006-11-04T05:00:00Z,0.388,23.587,None,None,N,N,54.216,139.68,20.176000000000002
5949573,1,27410,MN,2012-02-11,2011-11-28T05:00:00Z,0.197,9.253,None,None,N,Y,54.216,70.92,10.244
5917312,1,21422,FS,Unknown,2011-04-02T04:00:00Z,2.552,56.382,None,None,N,N,54.216,918.72,132.704
5916477,1,21259,MN,2010-04-27,2010-02-11T05:00:00Z,0.555,32.114,None,None,Y,N,54.216,199.8,28.860000000000003
5839287,1,5164,M,Unknown,2002-08-27T04:00:00Z,2.24,53.07,None,Thin,Y,N,54.216,806.4000000000001,116.48000000000002
5922708,1,22325,M,Unknown,2010-04-19T04:00:00Z,1.581,48.988,None,None,N,N,54.216,569.16,82.212
5935121,1,24599,FS,2011-03-05,2011-08-04T04:00:00Z,0.739,51.71,None,None,N,N,54.216,266.04,38.428
5962458,1,30177,MN,Unknown,2012-08-30T04:00:00Z,1.504,48.489,None,None,Y,N,54.216,541.44,78.208
5910485,1,20134,FS,2009-10-22,2009-09-24T04:00:00Z,0.366,23.723,None,None,Y,Y,54.216,131.76,19.032
5917786,1,21503,MN,Unknown,2010-01-21T05:00:00Z,0.254,15.468,None,None,Y,Y,54.216,91.44,13.208
5851884,1,8105,MN,2003-06-30,2003-04-21T04:00:00Z,0.16,8.528,None,None,Y,N,54.216,57.6,8.32
5889583,1,15876,MN,2009-02-06,2008-08-02T04:00:00Z,0.503,43.182,None,None,N,N,54.216,181.08,26.156
5892786,1,16546,M,Unknown,2008-07-31T04:00:00Z,0.33,21.772,None,None,Y,N,54.216,118.80000000000001,17.16
5931046,1,23832,FS,2010-11-30,2011-04-09T04:00:00Z,0.722,32.568,None,None,N,N,54.216,259.92,37.544
5928587,1,23386,M,Unknown,2010-08-12T04:00:00Z,0.605,31.116,None,None,N,N,54.216,217.79999999999998,31.46
5878606,1,13570,MN,2007-07-11,2007-05-04T04:00:00Z,0.314,21.727,None,None,N,N,54.216,113.04,16.328
5862311,1,10118,M,Unknown,2002-08-31T04:00:00Z,0.382,29.257,None,None,Y,Y,54.216,137.52,19.864
5932673,1,24129,MN,2011-03-09,2010-11-23T05:00:00Z,0.205,10.523,None,None,Y,Y,54.216,73.8,10.66
5884867,1,14873,FS,2008-02-02,2008-02-13T05:00:00Z,0.5,32.84,None,None,N,N,54.216,180.0,26.0
5865416,1,10755,M,Unknown,2004-11-10T05:00:00Z,0.42,29.937,None,None,Y,N,54.216,151.2,21.84
5923402,1,22454,MN,2010-06-18,2010-06-18T04:00:00Z,0.396,27.941,None,None,N,Y,54.216,142.56,20.592000000000002
5830114,1,1832,FS,2000-02-29,1999-05-26T04:00:00Z,0.421,24.585,None,None,Y,N,54.216,151.56,21.892
5922029,1,22199,MN,Unknown,2010-04-16T04:00:00Z,0.608,36.514,None,None,N,Y,54.216,218.88,31.616
5936185,1,24800,MN,Unknown,2011-10-27T04:00:00Z,2.468,49.124,Normal,None,N,N,54.216,888.48,128.336
5920471,1,21933,M,Unknown,2010-03-17T04:00:00Z,0.115,4.581,None,None,Y,Y,54.216,41.4,5.98
5960815,1,29756,M,Unknown,2012-07-16T04:00:00Z,0.918,58.967,None,None,Y,N,54.216,330.48,47.736000000000004
5955019,1,28486,MN,2012-10-12,2012-05-13T04:00:00Z,0.272,20.23,None,None,N,N,54.216,97.92,14.144000000000002
5841319,1,5834,M,Unknown,1998-11-13T05:00:00Z,0.467,34.024,None,None,Y,Y,54.216,168.12,24.284000000000002
5844852,1,6671,F,Unknown,2005-06-21T04:00:00Z,0.369,23.133,None,None,N,N,54.216,132.84,19.188
5843017,1,6307,MN,2005-01-10,2004-12-18T05:00:00Z,0.358,32.795,None,None,Y,N,54.216,128.88,18.616
5850202,1,7732,FS,2005-07-13,2005-07-13T04:00:00Z,0.382,27.216,None,None,N,N,54.216,137.52,19.864
5858030,1,9313,M,Unknown,2006-07-24T04:00:00Z,1.59,58.967,None,None,Y,N,54.216,572.4,82.68
5904708,1,19073,MN,2009-05-12,2009-05-12T04:00:00Z,0.215,10.455,Thin,None,N,N,54.216,77.4,11.18
5837660,1,4578,MN,1998-10-13,1998-09-16T04:00:00Z,0.591,36.968,None,None,Y,Y,54.216,212.76,30.732
5945801,1,26662,MN,2012-03-05,2011-09-30T04:00:00Z,0.441,37.875,None,None,N,N,54.216,158.76,22.932
5914853,1,20974,FS,Unknown,2011-10-11T04:00:00Z,2.812,51.664,None,None,N,N,54.216,1012.3199999999999,146.224
5847739,1,7189,FS,2004-12-30,2005-12-21T05:00:00Z,1.421,63.367,None,None,N,N,54.216,511.56,73.892
5918390,1,21594,MN,2011-06-10,2010-04-22T04:00:00Z,0.352,21.818,None,None,Y,Y,54.216,126.72,18.304
5850065,1,7712,FS,Unknown,2004-07-16T04:00:00Z,2.273,42.683,None,None,Y,N,54.216,818.2800000000001,118.19600000000001
5915901,1,21157,FS,2010-02-23,2012-05-23T04:00:00Z,2.631,40.007,Normal,None,Y,N,54.216,947.16,136.81199999999998
5854567,1,8698,MN,2002-07-19,2002-05-28T04:00:00Z,0.339,24.63,None,None,Y,Y,54.216,122.04,17.628
5938500,1,25209,MN,2011-07-22,2011-07-22T04:00:00Z,0.665,48.716,None,None,N,Y,54.216,239.4,34.58
5829515,1,1615,F,Unknown,2003-03-01T05:00:00Z,0.613,46.266,None,None,Y,Y,54.216,220.68,31.875999999999998
5926587,1,23078,FS,2010-11-16,2011-04-09T04:00:00Z,0.918,47.174,None,None,N,N,54.216,330.48,47.736000000000004
5930702,1,23768,M,Unknown,2010-09-23T04:00:00Z,1.0,49.895,None,None,N,N,54.216,360.0,52.0
5909634,1,20003,MN,2009-10-07,2009-10-07T04:00:00Z,0.354,19.278,Thin,None,N,N,54.216,127.44,18.407999999999998
5940862,1,25694,MN,2011-07-18,2011-07-18T04:00:00Z,0.366,23.859,None,None,N,N,54.216,131.76,19.032
5880329,1,13944,M,Unknown,2007-08-08T04:00:00Z,0.388,24.086,None,None,Y,Y,54.216,139.68,20.176000000000002
5825368,1,246,MN,2002-12-10,2002-06-14T04:00:00Z,0.769,53.978,None,None,Y,Y,54.216,276.84000000000003,39.988
5898784,1,17860,MN,Unknown,2010-09-24T04:00:00Z,1.998,56.246,None,None,N,N,54.216,719.28,103.896
5934192,1,24415,F,Unknown,2010-12-14T05:00:00Z,0.334,23.587,None,None,N,N,54.216,120.24000000000001,17.368000000000002
5867690,1,11177,FS,2004-01-15,2004-03-20T05:00:00Z,0.569,39.145,None,None,N,N,54.216,204.83999999999997,29.587999999999997
5933532,1,24292,MN,2011-02-14,2012-06-01T04:00:00Z,1.614,55.338,None,None,N,N,54.216,581.0400000000001,83.92800000000001
5888202,1,15591,M,Unknown,2008-04-10T04:00:00Z,0.377,28.758,None,None,Y,N,54.216,135.72,19.604
5901435,1,18381,M,Unknown,2009-02-26T05:00:00Z,0.248,24.086,None,None,Y,N,54.216,89.28,12.896
5913665,1,20734,MN,Unknown,2009-11-16T05:00:00Z,2.072,50.712,None,None,N,N,54.216,745.9200000000001,107.744
5929499,1,23540,MN,Unknown,2011-04-20T04:00:00Z,2.304,45.359,Thin,None,N,N,54.216,829.4399999999999,119.80799999999999
5908782,1,19850,MN,Unknown,2009-07-12T04:00:00Z,1.503,52.163,None,None,Y,Y,54.216,541.0799999999999,78.15599999999999
5835722,1,3889,MN,2001-10-19,2001-06-29T04:00:00Z,0.193,8.618,None,None,N,N,54.216,69.48,10.036
5881138,1,14110,MN,Unknown,2007-07-06T04:00:00Z,0.884,52.98,None,None,N,N,54.216,318.24,45.968
5885914,1,15098,M,Unknown,2008-01-04T05:00:00Z,0.226,7.257,None,None,Y,Y,54.216,81.36,11.752
5892457,1,16485,FS,2008-10-02,2008-09-18T04:00:00Z,0.415,28.486,None,None,Y,N,54.216,149.4,21.58
5854780,1,8731,M,Unknown,2001-12-07T05:00:00Z,0.522,50.485,None,None,Y,N,54.216,187.92000000000002,27.144000000000002
5901046,1,18307,FS,2009-05-08,2009-05-08T04:00:00Z,0.609,31.661,Thin,None,N,N,54.216,219.24,31.668
5885159,1,14943,MN,2008-07-01,2009-05-27T04:00:00Z,1.681,49.986,None,None,N,N,54.216,605.16,87.412
5862457,1,10154,MN,Unknown,2004-08-24T04:00:00Z,0.837,52.299,None,None,N,N,54.216,301.32,43.524
5908783,1,19851,M,Unknown,2009-07-12T04:00:00Z,1.421,52.617,None,None,N,N,54.216,511.56,73.892
5953071,1,28081,MN,2012-07-25,2012-07-16T04:00:00Z,0.803,38.011,Normal,None,N,N,54.216,289.08000000000004,41.756
5919582,1,21780,F,Unknown,2010-02-20T05:00:00Z,0.184,6.124,None,None,Y,Y,54.216,66.24,9.568
5926423,1,23042,MN,2011-03-29,2010-07-07T04:00:00Z,0.171,9.072,None,None,N,Y,54.216,61.56,8.892000000000001
5913854,1,20785,FS,2010-05-07,2009-12-28T05:00:00Z,0.306,15.513,None,None,Y,Y,54.216,110.16,15.911999999999999
5949320,1,27349,M,Unknown,2012-05-22T04:00:00Z,0.783,41.186,None,None,N,N,54.216,281.88,40.716
5908873,1,19859,FS,2009-09-11,2009-07-31T04:00:00Z,0.163,7.983,None,None,N,N,54.216,58.68,8.476
5897904,1,17683,F,Unknown,2004-08-28T04:00:00Z,0.481,37.285,None,None,Y,Y,54.216,173.16,25.012
5829715,1,1682,FS,Unknown,1999-08-18T04:00:00Z,1.191,45.722,None,None,N,N,54.216,428.76000000000005,61.932
5909664,1,20011,MN,2009-11-05,2009-07-30T04:00:00Z,0.139,10.387,None,None,Y,N,54.216,50.040000000000006,7.228000000000001
5828469,1,1271,F,Unknown,2002-04-06T05:00:00Z,1.152,40.234,None,None,Y,N,54.216,414.71999999999997,59.903999999999996
5834361,1,3402,MN,Unknown,1999-12-19T05:00:00Z,1.075,47.174,None,None,Y,N,54.216,387.0,55.9
5846306,1,6932,MN,2003-01-20,2003-01-31T05:00:00Z,0.375,25.583,None,None,Y,N,54.216,135.0,19.5
5926685,1,23092,FS,2010-09-11,2011-08-10T04:00:00Z,1.213,27.896,None,None,Y,Y,54.216,436.68,63.07600000000001
5880740,1,14027,MN,Unknown,2007-10-18T04:00:00Z,0.494,38.555,None,None,N,N,54.216,177.84,25.688
5882122,1,14325,MN,2007-11-21,2007-09-30T04:00:00Z,0.404,30.436,None,None,N,N,54.216,145.44,21.008000000000003
5842735,1,6270,FS,Unknown,2004-12-21T05:00:00Z,1.889,42.284,Thin,None,N,N,54.216,680.04,98.228
5872126,1,12173,M,Unknown,2006-08-17T04:00:00Z,0.139,6.396,None,None,Y,Y,54.216,50.040000000000006,7.228000000000001
5928040,1,23306,MN,2010-11-17,2010-09-17T04:00:00Z,0.288,22.045,None,None,Y,Y,54.216,103.67999999999999,14.975999999999999
5849178,1,7541,FS,2003-07-12,2003-12-08T05:00:00Z,1.629,44.724,None,None,N,N,54.216,586.44,84.708
5965285,1,31005,F,Unknown,2013-01-09T05:00:00Z,1.792,45.359,Thin,None,N,N,54.216,645.12,93.184
5962380,1,30160,F,Unknown,2012-08-31T04:00:00Z,0.241,7.348,None,None,N,N,54.216,86.75999999999999,12.532
5933040,1,24194,FS,2011-02-17,2012-03-14T04:00:00Z,1.544,51.8,None,None,Y,N,54.216,555.84,80.288
5893498,1,16693,MN,2008-09-23,2008-07-23T04:00:00Z,0.168,9.798,None,None,Y,Y,54.216,60.480000000000004,8.736
5956156,1,28717,M,Unknown,2013-01-24T05:00:00Z,0.92,65.317,None,None,N,N,54.216,331.2,47.84
5943319,1,26184,FS,2011-09-19,2011-12-10T05:00:00Z,0.611,44.77,None,None,Y,Y,54.216,219.96,31.772
5825339,1,237,FS,Unknown,2001-08-20T04:00:00Z,2.275,48.172,None,None,N,N,54.216,819.0,118.3
5925490,1,22861,MN,2010-09-07,2010-08-19T04:00:00Z,0.41,25.946,Thin,None,N,N,54.216,147.6,21.32
5922991,1,22372,MN,2010-06-18,2010-05-15T04:00:00Z,0.389,26.308,None,None,Y,Y,54.216,140.04,20.228
5945009,1,26512,M,Unknown,2013-02-01T05:00:00Z,1.915,53.524,None,None,Y,Y,54.216,689.4,99.58
5921027,1,22043,F,Unknown,2010-03-21T04:00:00Z,0.162,11.884,None,None,N,N,54.216,58.32,8.424
5825599,1,324,MN,Unknown,1999-11-06T05:00:00Z,1.535,62.596,None,None,Y,Y,54.216,552.6,79.82
5849894,1,7661,MN,2000-03-20,2000-03-20T05:00:00Z,0.448,33.022,None,None,N,N,54.216,161.28,23.296
5898887,1,17884,FS,2009-03-05,2008-12-12T05:00:00Z,0.117,4.808,None,None,Y,N,54.216,42.120000000000005,6.0840000000000005
5902820,1,18682,FS,2009-06-13,2009-06-09T04:00:00Z,0.505,26.581,None,None,N,N,54.216,181.8,26.26
5901481,1,18402,MN,Unknown,2009-08-14T04:00:00Z,0.944,57.788,None,None,N,N,54.216,339.84,49.087999999999994
5919523,1,21769,F,Unknown,2010-02-19T05:00:00Z,2.507,56.246,None,None,N,N,54.216,902.5200000000001,130.364
5887172,1,15368,FS,Unknown,2008-10-08T04:00:00Z,2.585,57.334,Thin,None,Y,N,54.216,930.6,134.42
5832242,1,2617,F,Unknown,1999-07-28T04:00:00Z,1.503,41.731,None,None,Y,Y,54.216,541.0799999999999,78.15599999999999
5967236,1,31772,F,2013-09-04,2013-02-25T05:00:00Z,0.27,12.519,None,None,N,N,54.216,97.2,14.040000000000001
5908356,1,19758,MN,2009-09-03,2009-09-03T04:00:00Z,0.384,26.762,None,None,N,N,54.216,138.24,19.968
5963689,1,30493,F,Unknown,2013-01-25T05:00:00Z,0.485,22.68,None,None,N,N,54.216,174.6,25.22
5842264,1,6129,FS,2005-12-29,2005-11-30T05:00:00Z,0.344,21.137,None,None,Y,Y,54.216,123.83999999999999,17.887999999999998
5903699,1,18859,MN,2009-07-06,2011-07-23T04:00:00Z,2.459,62.732,None,None,Y,N,54.216,885.24,127.86800000000001
5898790,1,17862,MN,Unknown,2008-12-17T05:00:00Z,0.278,15.604,None,None,N,N,54.216,100.08000000000001,14.456000000000001
5962348,1,30150,MN,2013-01-25,2012-08-31T04:00:00Z,0.347,18.779,None,None,N,N,54.216,124.91999999999999,18.043999999999997
5824868,1,98,M,Unknown,2004-01-24T05:00:00Z,0.177,9.525,None,None,N,N,54.216,63.72,9.203999999999999
5836665,1,4211,F,Unknown,2001-08-25T04:00:00Z,1.853,50.621,None,None,Y,N,54.216,667.08,96.356
5952112,1,27896,MN,2012-02-24,2012-02-12T05:00:00Z,1.077,53.252,None,None,Y,Y,54.216,387.71999999999997,56.004
5959423,1,29429,FS,2012-09-20,2013-01-19T05:00:00Z,0.759,43.908,None,None,N,Y,54.216,273.24,39.468
5840724,1,5641,F,Unknown,1997-09-29T04:00:00Z,0.193,9.525,None,None,N,N,54.216,69.48,10.036
5858415,1,9385,FS,2005-04-11,2005-03-15T05:00:00Z,0.281,11.431,None,None,Y,Y,54.216,101.16000000000001,14.612000000000002
5910685,1,20174,FS,2009-10-07,2009-10-07T04:00:00Z,0.368,20.865,None,None,N,N,54.216,132.48,19.136
5919768,1,21811,M,Unknown,2010-02-23T05:00:00Z,0.337,21.682,None,None,Y,Y,54.216,121.32000000000001,17.524
5852226,1,8167,M,Unknown,2005-09-13T04:00:00Z,0.319,19.55,None,None,N,N,54.216,114.84,16.588
5846394,1,6953,F,Unknown,2006-07-19T04:00:00Z,0.826,46.266,None,None,N,N,54.216,297.35999999999996,42.952
5966260,1,31314,MN,2013-01-08,2013-01-01T05:00:00Z,0.318,20.276,None,None,Y,N,54.216,114.48,16.536
5941195,1,25750,FS,2011-09-30,2011-07-02T04:00:00Z,0.381,27.533,None,None,Y,N,54.216,137.16,19.812
5927597,1,23236,MN,Unknown,2010-07-27T04:00:00Z,2.321,70.216,None,None,Y,N,54.216,835.5600000000001,120.69200000000001
5919911,1,21835,M,Unknown,2010-11-18T05:00:00Z,1.475,50.576,None,None,Y,N,54.216,531.0,76.7
5868254,1,11305,F,2004-03-31,2004-02-21T05:00:00Z,0.182,8.21,None,None,Y,N,54.216,65.52,9.464
5871683,1,12066,M,Unknown,2006-07-28T04:00:00Z,1.002,52.163,Thin,None,Y,N,54.216,360.72,52.104
5850229,1,7735,M,Unknown,2005-08-09T04:00:00Z,0.41,36.605,None,None,Y,Y,54.216,147.6,21.32
5854397,1,8667,F,Unknown,2008-08-15T04:00:00Z,2.933,40.007,None,None,Y,N,54.216,1055.8799999999999,152.516
5845854,1,6845,MN,2006-05-24,2007-04-05T04:00:00Z,1.497,51.664,None,None,Y,Y,54.216,538.9200000000001,77.84400000000001
5963282,1,30390,MN,2013-01-13,2012-11-04T04:00:00Z,0.285,17.69,None,None,Y,Y,54.216,102.6,14.819999999999999
5950013,1,27499,FS,2012-02-28,2012-03-12T04:00:00Z,0.469,24.857,None,None,N,Y,54.216,168.84,24.387999999999998
5864812,1,10636,M,Unknown,2003-08-21T04:00:00Z,0.196,11.158,None,None,Y,Y,54.216,70.56,10.192
5870087,1,11721,MN,2006-07-18,2007-03-25T04:00:00Z,1.018,49.442,None,None,N,N,54.216,366.48,52.936
5900546,1,18199,MN,2009-11-30,2011-05-02T04:00:00Z,2.65,57.878,Heavy,None,Y,N,54.216,954.0,137.79999999999998
5828526,1,1276,M,Unknown,2004-03-04T05:00:00Z,2.497,49.986,Thin,None,N,N,54.216,898.92,129.844
5875039,1,12808,FS,2007-03-05,2007-03-08T05:00:00Z,0.413,28.622,None,None,N,Y,54.216,148.67999999999998,21.476
5951741,1,27823,M,Unknown,2012-01-12T05:00:00Z,0.167,7.575,None,None,Y,Y,54.216,60.120000000000005,8.684000000000001
5957632,1,29029,FS,2012-07-18,2012-07-18T04:00:00Z,0.38,22.045,None,None,N,Y,54.216,136.8,19.76
5828967,1,1438,M,Unknown,1998-04-30T04:00:00Z,0.516,44.452,None,None,N,N,54.216,185.76,26.832
5866729,1,10995,MN,2001-08-30,2001-05-19T04:00:00Z,0.218,14.969,None,None,Y,N,54.216,78.48,11.336
